Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"182400","NKGenBiotechKorea","KOSDAQ","Issues for administration(none market division)","3670","0","0.00","0","0","0","0","0","265496721770","72342431"
"043910","NNE","KOSDAQ","Venture business","478","-13","-2.65","491","500","473","381734","186155299","54201116446","113391457"
"054050","NONGWOOBIO","KOSDAQ","Blue chip company","7830","-180","-2.25","8020","8100","7810","39362","311342235","125519292630","16030561"
"090350","NOROOPAINT","KOSPI",,"8310","-250","-2.92","8560","8620","8260","180309","1512398590","166200000000","20000000"
"090355","NOROOPAINT(1P)","KOSPI",,"12370","-310","-2.44","12680","12680","12360","462","5744080","5728868620","463126"
"332290","NOUSBO","KOSDAQ","Venture business","1275","-30","-2.30","1306","1330","1273","401301","517851453","50878115100","39904404"
"194700","NOVAREX","KOSDAQ","Blue chip company","13400","-300","-2.19","13800","13800","13240","36736","492368155","251314963200","18754848"
"285490","NOVATECH","KOSDAQ","Venture business","20350","-1500","-6.86","21850","22100","20100","95566","1989720975","215218160850","10575831"
"229500","NOVMETAPHARMA","KONEX","General Company-Division","9800","350","3.70","9600","9990","9440","2843","27256350","125847229200","12841554"
"257990","NOWCOS","KONEX","General Company-Division","8110","10","0.12","0","0","0","0","0","47779189120","5891392"
"291230","NP","KOSDAQ","Enterprise of middle standing","742","-35","-4.50","789","797","729","162465","121615632","32719065050","44095775"
"004250","NPC","KOSPI",,"3850","-155","-3.87","4005","4005","3850","90221","354458600","141372000000","36720000"
"004255","NPC(1P)","KOSPI",,"2370","-35","-1.46","2405","2405","2370","1181","2803140","12513600000","5280000"
"048830","NPK","KOSDAQ","Enterprise of middle standing","1014","-25","-2.41","1039","1053","993","283543","288752304","18986057922","18723923"
"144960","NPP","KOSDAQ","Blue chip company","5040","-320","-5.97","5420","5420","5000","226403","1165660675","220210824960","43692624"
"222160","NPX","KOSDAQ","Issues for administration(none market division)","8040","0","0.00","0","0","0","0","0","79551289560","9894439"
"475230","NRB","KOSDAQ","Venture business","21600","-900","-4.00","22700","22700","20450","111324","2362211250","233847972000","10826295"
"138360","NRobotics","KOSDAQ","Enterprise of middle standing","2110","285","15.62","1900","2370","1881","12771553","28313599339","162452533420","76991722"
"224760","NSCOMPANY","KONEX","General Company-Division","3190","-115","-3.48","2810","3190","2810","177","497750","12567643000","3939700"
"012340","NUINTEK","KOSDAQ","More significant investment(none market division)","296","-15","-4.82","312","313","294","790626","237355381","16724462352","56501562"
"123840","NUON","KOSDAQ","More significant investment(none market division)","553","22","4.14","535","561","517","198318","108050077","35200831771","63654307"
"060260","NUVOTEC","KOSDAQ","Venture business","1250","-35","-2.72","1293","1309","1248","267011","339544321","16890011250","13512009"
"067570","NVH","KOSDAQ","Blue chip company","2155","-15","-0.69","2175","2180","2120","66439","142217145","90876350000","42170000"
"059180","NWC","KONEX","General Company-Division","4835","0","0.00","0","0","0","0","0","25693625150","5314090"
"267320","Naintech","KOSDAQ","Venture business","2935","-185","-5.93","3150","3175","2930","1141136","3469345660","168513890825","57415295"
"091590","Nam Hwa Const Co., Ltd.","KOSDAQ","Blue chip company","3920","10","0.26","4025","4025","3780","12992","50118620","46020800000","11740000"
"025860","NamhaeChem","KOSPI",,"7980","30","0.38","7940","8300","7800","1889561","15232153575","396437167140","49678843"
"111710","Namhwa Industrial","KOSDAQ","Enterprise of middle standing","3880","-80","-2.02","3945","3945","3850","6633","25822915","79881440000","20588000"
"001260","NamkwangEng&Const","KOSPI",,"8600","-380","-4.23","9000","9020","8340","31936","273498950","84560119200","9832572"
"008350","NamsunAlum","KOSPI",,"1780","148","9.07","1671","1990","1616","180371554","325769355339","229760780200","129079090"
"008355","NamsunAlum(1P)","KOSPI",,"14180","140","1.00","14440","15050","14040","39212","568161710","4365880200","307890"
"004270","Namsung","KOSPI",,"744","-4","-0.53","779","779","739","73502","55523024","26941847040","36212160"
"003920","NamyangDairy","KOSPI",,"50800","-400","-0.78","51700","52200","49650","11701","593043150","304800000000","6000000"
"003925","NamyangDairy(1P)","KOSPI",,"38750","-1650","-4.08","41500","41850","38400","5390","212052500","77500000000","2000000"
"091970","Nano Chem Tech","KOSDAQ","Enterprise of middle standing","637","-63","-9.00","700","702","631","197109","128677591","23998276211","37673903"
"417010","NanoTIM","KOSDAQ","Venture business","9270","-1000","-9.74","10550","10550","9110","277355","2705586810","187001188560","20172728"
"039860","NanoenTek","KOSDAQ","Enterprise of middle standing","5050","-410","-7.51","5480","5550","4935","548112","2825571885","192369917650","38093053"
"478340","Nara Space","KOSDAQ","New growth company","39150","-5550","-12.42","46050","46150","39050","737913","31383292350","451540087650","11533591"
"168330","NaturalendoTech","KOSDAQ","More significant investment(none market division)","2060","-130","-5.94","2230","2230","2055","72888","154405459","65415094000","31754900"
"311390","Neo Cremar","KOSDAQ","Venture business","4200","-220","-4.98","4420","4425","4100","61777","261276390","53145913800","12653789"
"950220","NeoImmuneTech","KOSDAQ","New growth company","516","-28","-5.15","548","560","515","1201806","633493618","86501416980","167638405"
"092730","Neopharm","KOSDAQ","Blue chip company","17090","-370","-2.12","17610","17690","16800","41295","709763950","273918332010","16027989"
"253590","Neosem","KOSDAQ","Blue chip company","14740","-1310","-8.16","16240","16250","14450","954013","14652299245","646631477360","43869164"
"330860","Nepes Ark","KOSDAQ","Enterprise of middle standing","24900","-450","-1.78","26050","27500","24700","527717","13789372200","303382720500","12184045"
"217270","Neptune","KOSDAQ","Enterprise of middle standing","4000","-135","-3.26","4140","4170","3760","88018","355285817","186942572000","46735643"
"251270","Netmarble","KOSPI",,"49000","-2400","-4.67","51200","51700","48650","235024","11708606675","4016058179000","81960371"
"380550","Neurophet","KOSDAQ","New growth company","18400","-1900","-9.36","20500","20650","18020","245439","4692579210","222489764000","12091835"
"462310","New Kids On","KOSDAQ","Enterprise of middle standing","4230","-65","-1.51","4295","4335","4110","16264","68359755","34623061830","8185121"
"270870","Newtree","KOSDAQ","Blue chip company","4160","-205","-4.70","4340","4385","4160","17961","75555580","38272931840","9200224"
"351320","Nexa Dynamics","KOSDAQ","Enterprise of middle standing","1314","10","0.77","1303","1370","1200","159964","206419416","39024015588","29698642"
"137940","NextEye","KOSDAQ","Enterprise of middle standing","254","-8","-3.05","265","267","240","1117523","279009475","21683723968","85368992"
"145170","Nobland","KOSDAQ","Enterprise of middle standing","3910","-85","-2.13","3995","4005","3800","32959","128829313","66111863550","16908405"
"106520","Noble M&B","KOSDAQ","More significant investment(none market division)","411","0","0.00","0","0","0","0","0","15904036272","38695952"
"004370","Nongshim","KOSPI",,"367000","-12500","-3.29","377000","381500","365500","20280","7528635500","2232329614000","6082642"
"072710","NongshimHoldings","KOSPI",,"90900","-3200","-3.40","94500","94700","90000","8866","816006700","421575111000","4637790"
"317860","Nordmason","KONEX","General Company-Division","4090","365","9.80","3800","4100","3800","637","2596690","18459049350","4513215"
"000320","NorooHoldings","KOSPI",,"20050","-1300","-6.09","21500","21650","20000","22066","451574100","266487577550","13291151"
"000325","NorooHoldings(1P)","KOSPI",,"30600","-150","-0.49","30200","30600","30200","27","815850","7452905400","243559"
"486990","Nota","KOSDAQ","New growth company","33150","-850","-2.50","35700","35700","32650","458273","15547892525","707627524500","21346230"
"376930","Noul","KOSDAQ","New growth company","1658","-54","-3.15","1712","1732","1638","453218","764143289","85041013534","51291323"
"333620","Nsys","KOSDAQ","Venture business","5800","-180","-3.01","6150","6150","5770","13618","79746860","61226795200","10556344"
"040160","NuriFlex","KOSDAQ","Enterprise of middle standing","9940","-350","-3.40","10290","10490","9880","89060","894487115","119832017900","12055535"
"069140","Nuriplan","KOSDAQ","Enterprise of middle standing","1996","-144","-6.73","2140","2145","1996","134984","277537908","30131224784","15095804"
"342870","OA","KOSDAQ","Enterprise of middle standing","6300","-220","-3.37","6520","6580","6220","11727","74575990","34336241100","5450197"
"002630","OBI","KOSPI",,"570","-32","-5.32","603","621","568","936541","547517361","67592312850","118583005"
"417860","OBZEN","KOSDAQ","Venture business","8240","-390","-4.52","8630","8770","8200","7783","65454730","38702505440","4696906"
"456040","OCI","KOSPI",,"89900","-4000","-4.26","93600","93700","87700","86914","7822561650","804829300500","8952495"
"010060","OCI Holdings","KOSPI",,"205000","11500","5.94","199000","218000","193700","430609","90035747250","3827397560000","18670232"
"039200","OCT Inc.","KOSDAQ","Venture business","48800","-4300","-8.10","52900","53700","48100","314129","15650613225","1866998988800","38258176"
"080520","ODTech","KOSDAQ","Venture business","3870","70","1.84","3805","4000","3540","338466","1283149960","43817753790","11322417"
"138080","OE Solutions","KOSDAQ","Venture business","43000","500","1.18","42600","45950","41300","2348075","101532067800","527593617000","12269619"
"045060","OKONG Corp.","KOSDAQ","Blue chip company","2240","-40","-1.75","2285","2385","2230","127679","293573767","37950021760","16941974"
"080580","OKins","KOSDAQ","Venture business","19640","-1810","-8.44","21800","22000","19200","592133","11943618775","404214296640","20581176"
"122830","ONE4U","KONEX","General Company-Division","1446","56","4.03","1390","1500","1350","7794","10602036","47359370310","32751985"
"192410","ONEUL E&M","KOSDAQ","Enterprise of middle standing","6650","510","8.31","6600","7060","5560","1397389","8929812025","155149726900","23330786"
"005320","ONTIDE","KOSPI",,"518","-8","-1.52","569","569","510","150064","78023102","35418607420","68375690"
"173130","OPASNET","KOSDAQ","Blue chip company","7190","-360","-4.77","7550","7720","7070","138822","1014233440","93804140870","13046473"
"014940","OPCO","KOSDAQ","Blue chip company","6210","-360","-5.48","6800","6820","6180","214971","1397729495","283012434810","45573661"
"109080","OPTICIS","KOSDAQ","Venture business","10590","-780","-6.86","11600","11640","10500","102416","1121010560","59685240000","5636000"
"082210","OPTRONTEC","KOSDAQ","Enterprise of middle standing","1891","-129","-6.39","2020","2030","1885","104531","201735285","62766779234","33192374"
"131030","OPTUS","KOSDAQ","Blue chip company","10800","-2970","-21.57","14180","14860","9900","1320162","15237519500","190583172000","17646590"
"900300","ORGANIC TEA COSMETICS","KOSDAQ","Foreign company(none market division)","111","-1","-0.89","112","115","109","2678108","298454081","27861541236","251004876"
"476040","ORGANOIDSCIENCES","KOSDAQ","New growth company","22000","-2600","-10.57","24700","25000","21600","87942","2003984450","144886720000","6585760"
"010470","ORICOM","KOSDAQ","Blue chip company","5730","-350","-5.76","6060","6060","5720","64879","376423995","68617036500","11975050"
"271560","ORION","KOSPI",,"130000","-1800","-1.37","132500","133500","128700","108339","14121895050","5139697160000","39536132"
"001800","ORION Holdings","KOSPI",,"24050","-200","-0.82","24250","24650","23700","168153","4060922675","1506622399100","62645422"
"475830","ORUM","KOSDAQ","New growth company","79500","-7000","-8.09","89000","89200","77500","406015","33041423150","1687973256000","21232368"
"036220","OSANG HEALTHCARE","KOSDAQ","Enterprise of middle standing","8450","-380","-4.30","8820","8900","8160","48162","406962835","122604565200","14509416"
"053980","OSANGJAIEL","KOSDAQ","Blue chip company","3045","-90","-2.87","3145","3150","3010","101133","310148510","57802574235","18982783"
"368970","OSP","KOSDAQ","Venture business","1700","-81","-4.55","1782","1823","1635","111781","196865482","15888472000","9346160"
"226400","OSTEONIC","KOSDAQ","New growth company","6570","-100","-1.50","6610","6710","6460","134896","883832100","135746718570","20661601"
"052420","OSUNG ADVANCED MATERIALS","KOSDAQ","Blue chip company","1297","-61","-4.49","1365","1371","1286","600001","788742100","126353864512","97420096"
"007310","OTOKI","KOSPI",,"355500","-10500","-2.87","366000","368000","354000","6321","2263551500","1424783565000","4007830"
"227610","OUTIN","KOSDAQ","Enterprise of middle standing","727","-33","-4.34","752","759","722","130233","95915094","27660347842","38047246"
"006090","OYANG","KOSPI",,"8200","-40","-0.49","8290","8290","8170","7995","65835420","77266459800","9422739"
"352910","Obigo","KOSDAQ","New growth company","4360","-120","-2.68","4480","4545","4350","16938","75320518","55100816720","12637802"
"052300","Ocean In W","KOSDAQ","Enterprise of middle standing","1728","-153","-8.13","1881","1899","1713","214753","381547242","29142967104","16865143"
"332190","OceansBio","KONEX","General Company-Division","1563","3","0.19","1794","1794","1563","2","3357","2309862357","1477839"
"226950","OliX","KOSDAQ","New growth company","178800","-21700","-10.82","199900","202000","173400","395821","72727439400","3629744240400","20300583"
"244460","Olipass","KOSDAQ","Issues for administration(none market division)","1651","0","0.00","0","0","0","0","0","13415218661","8125511"
"057540","Omnisystem","KOSDAQ","Enterprise of middle standing","800","-24","-2.91","824","831","790","189630","152488353","47559484000","59449355"
"382150","Oncocross","KOSDAQ","New growth company","7200","-580","-7.46","7850","7870","7110","541985","4037214525","87810890400","12195957"
"476060","Onconic Therapeutics","KOSDAQ","New growth company","20450","-2550","-11.09","22950","23200","20200","771012","16563566525","917956328000","44887840"
