Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"322180","LS THiRA-UTECH","KOSDAQ","Venture business","6730","-450","-6.27","7380","7470","6610","147638","1022864970","140804952320","20921984"
"000680","LSNetworks","KOSPI",,"3100","-20","-0.64","3140","3170","3040","204129","631569305","244289349600","78803016"
"170920","LTC","KOSDAQ","Venture business","30000","-2750","-8.40","33400","33500","29500","187133","5783650000","316923780000","10564126"
"162120","LUKEN Technologies","KONEX","General Company-Division","2970","-15","-0.50","2900","3000","2800","4351","12507525","33135107940","11156602"
"038060","LUMENS","KOSDAQ","Blue chip company","749","-9","-1.19","765","773","726","404432","298843842","36029198681","48103069"
"900140","LVMC Holdings","KOSPI",,"1550","-51","-3.19","1610","1629","1533","633673","995817872","299522669600","193240432"
"108670","LX HAUSYS","KOSPI",,"27950","-750","-2.61","28900","29000","27650","22482","634958825","250646376500","8967670"
"108675","LX HAUSYS(1P)","KOSPI",,"15280","-170","-1.10","15500","15520","15260","1982","30382180","15774002400","1032330"
"383800","LX HOLDINGS","KOSPI",,"7900","-200","-2.47","8140","8190","7890","124005","991328240","602617451000","76280690"
"38380K","LX HOLDINGS(1P)","KOSPI",,"7930","-220","-2.70","8150","8150","7930","1322","10605030","11619710050","1465285"
"001120","LX INT","KOSPI",,"53400","2400","4.71","50400","54200","49800","515114","26933369875","2069784000000","38760000"
"108320","LX Semicon","KOSPI",,"49600","-1100","-2.17","51100","51300","49000","94478","4724788525","806709280000","16264300"
"084650","LabGen","KOSDAQ","Blue chip company","1274","-47","-3.56","1337","1359","1269","402996","522677138","94581747260","74239990"
"300120","LaonPeople","KOSDAQ","Venture business","976","-46","-4.50","1022","1024","960","668640","659875935","48315919616","49504016"
"199550","Laseroptek","KOSDAQ","Venture business","5270","-190","-3.48","5570","5590","5200","68782","368328770","64640718570","12265791"
"412350","Laserssel","KOSDAQ","New growth company","7430","-410","-5.23","7840","7910","7240","713423","5337093240","96790401960","13026972"
"025820","LeekuInd","KOSPI",,"4720","-300","-5.98","5090","5100","4715","387768","1881247089","157846240000","33442000"
"388790","LiComm","KOSDAQ","Venture business","5400","-500","-8.47","6160","6250","5180","2128956","11945682595","165290743800","30609397"
"277070","Lindeman Asia","KOSDAQ","Enterprise of middle standing","4220","45","1.08","4185","4245","4115","17342","72725825","57780240000","13692000"
"193250","Linked","KOSDAQ","Enterprise of middle standing","367","-19","-4.92","393","393","359","220945","81642006","24531992789","66844667"
"219420","Linkgenesis","KOSDAQ","New growth company","4640","-185","-3.83","4850","4875","4555","69883","327491892","53218512480","11469507"
"073570","Lithium-for-earth","KOSDAQ","Issues for administration(none market division)","576","-43","-6.95","630","788","564","6372932","4320779070","34667505216","60186641"
"491000","LivsMed","KOSDAQ","New growth company","65100","-5100","-7.26","72900","72900","64700","454613","30683882850","1624465754100","24953391"
"223220","Logis Mon","KONEX","General Company-Division","3015","-130","-4.13","3615","3615","2705","3221","9693100","12340099530","4092902"
"005300","LotteChilsung","KOSPI",,"112600","-5000","-4.25","117700","118900","112400","19068","2179399850","1044802338400","9278884"
"005305","LotteChilsung(1P)","KOSPI",,"78400","-700","-0.88","79000","79700","78000","1251","98461600","60784304000","775310"
"000400","LotteInsurance","KOSPI",,"2045","-115","-5.32","2160","2165","2035","457316","947634425","634637774400","310336320"
"474170","Lumir","KOSDAQ","New growth company","13190","-1370","-9.41","15060","15200","12950","384355","5328925105","235015410240","17817696"
"328130","Lunit","KOSDAQ","New growth company","33150","-2150","-6.09","35150","35800","32400","153999","5161362650","970781241300","29284502"
"092590","Luxpia","KONEX","General Company-Division","799","-30","-3.62","800","800","705","4","3009","5825587302","7291098"
"001810","M.S","KOSDAQ","Enterprise of middle standing","1616","33","2.08","1583","1637","1571","67584","108837707","35774200000","22137500"
"347890","M2I","KOSDAQ","Venture business","5170","-130","-2.45","5490","5490","5100","39637","205226525","87699764680","16963204"
"033310","M2N","KOSDAQ","Blue chip company","1822","-69","-3.65","1891","1920","1790","97650","180046466","72829814832","39972456"
"476080","M83","KOSDAQ","Enterprise of middle standing","6140","-430","-6.54","6510","6640","6090","50914","319332140","49568220000","8073000"
"087260","MA","KOSDAQ","Venture business","2015","-80","-3.82","2120","2120","2000","440433","902645234","65594014915","32552861"
"005990","MAEIL HOLDINGS","KOSDAQ","Blue chip company","11070","-40","-0.36","11380","11380","10970","2367","26188370","147212225280","13298304"
"093520","MAKUS","KOSDAQ","Blue chip company","21700","-2000","-8.44","23500","23750","21350","118745","2658826650","307339096400","14163092"
"027740","MANIKER","KOSPI",,"802","-17","-2.08","830","834","800","296927","240570092","50936004856","63511228"
"357250","MAPS REIT 1","KOSPI",,"2370","-15","-0.63","2380","2400","2355","30357","72004034","59238398850","24995105"
"094800","MAPSREALTY","KOSPI",,"6900","-100","-1.43","6870","7000","6610","24500","168430210","640556883900","92834331"
"021880","MASON CAPITAL","KOSDAQ","Enterprise of middle standing","201","-8","-3.83","209","211","199","369186","75045245","42649066008","212184408"
"357430","MASTERN PREMIER REIT","KOSPI",,"1420","-5","-0.35","1436","1440","1417","20976","29977858","43317535940","30505307"
"377480","MAUM.AI","KOSDAQ","New growth company","13820","-820","-5.60","14810","15070","13700","50011","708922225","98264000500","7110275"
"477380","MAV SPAC4","KOSDAQ","SPAC(none market division)","2060","-15","-0.72","2075","2075","2045","35088","71863680","16686000000","8100000"
"134380","MCC","KOSPI",,"118600","0","0.00","0","0","0","0","0","260833184800","2199268"
"097520","MCNEX","KOSPI",,"21100","-1050","-4.74","22400","22450","21000","55931","1207015875","367171650000","17401500"
"098120","MCS","KOSDAQ","Enterprise of middle standing","27650","-1700","-5.79","29450","29800","26450","168158","4665200550","229847979900","8312766"
"086960","MDS Tech","KOSDAQ","Enterprise of middle standing","1090","-72","-6.20","1179","1187","1080","1740338","1952060571","111934737800","102692420"
"241770","MECARO","KOSDAQ","Blue chip company","38100","-1800","-4.51","40100","40500","37750","52828","2054484975","388339584000","10192640"
"014100","MED","KOSDAQ","Enterprise of middle standing","1601","-81","-4.82","1668","1682","1574","39035","63810315","18891800000","11800000"
"041920","MEDIANA","KOSDAQ","Blue chip company","19770","-2080","-9.52","21850","21850","18900","294198","5862166495","367686868710","18598223"
"054180","MEDICOX","KOSDAQ","Issues for administration(none market division)","2295","0","0.00","0","0","0","0","0","12686716395","5527981"
"078160","MEDIPOST","KOSDAQ","Venture business","19700","-2200","-10.05","22200","22200","18700","388011","7765122425","772330679100","39204603"
"200580","MEDYSSEY","KONEX","General Company-Division","12000","750","6.67","11240","12200","11160","1367","16185460","44712948000","3726079"
"058110","MEKICS","KOSDAQ","New growth company","2770","-440","-13.71","3180","3200","2760","2498935","7421118353","44459968100","16050530"
"059210","META","KOSDAQ","Blue chip company","4110","-240","-5.52","4360","4375","4065","230694","963071160","111674638950","27171445"
"118000","METACARE","KOSPI",,"233","-7","-2.92","242","242","229","351373","81750227","40024125812","171777364"
"090370","METALABS","KOSPI",,"1379","-69","-4.77","1448","1503","1379","63691","90401020","34343566131","24904689"
"0088M0","MEZOO","KOSDAQ","New growth company","37000","-3050","-7.62","40000","41950","36850","483422","18969768700","359556750000","9717750"
"432980","MFC","KOSDAQ","New growth company","3490","-10","-0.29","3500","3510","3370","3496","12012275","29985179580","8591742"
"032790","MGEN","KOSDAQ","Venture business","929","9","0.98","926","949","890","363010","333559788","47713636948","51360212"
"023150","MHETHANOL","KOSPI",,"4210","-30","-0.71","4240","4290","4180","8986","37866445","31063594460","7378526"
"424980","MICRO2NANO","KOSDAQ","New growth company","11750","-410","-3.37","12160","12220","11220","60955","702373055","69546957500","5918890"
"373170","MICUBE","KOSDAQ","Venture business","2565","-130","-4.82","2695","2815","2550","46275","121731655","38766871350","15113790"
"351020","MIJU","KONEX","General Company-Division","6750","0","0.00","0","0","0","0","0","14006250000","2075000"
"218150","MILAE BIORESOURCES","KOSDAQ","Venture business","3040","0","0.00","3010","3105","2985","450556","1377631655","62064038080","20415802"
"408900","MIR","KOSDAQ","Enterprise of middle standing","2130","-160","-6.99","2305","2305","2115","110995","242602907","69763738770","32752929"
"085620","MIRAE ASSET LIFE","KOSPI",,"16820","190","1.14","17110","17200","16120","366235","6088446830","2977412298980","177016189"
"006800","MIRAE ASSET SEC","KOSPI",,"61600","-5000","-7.51","67700","68000","60800","3747624","238143386750","34207490732800","555316408"
"006805","MIRAE ASSET SEC(1P)","KOSPI",,"20750","-1250","-5.68","22700","22700","20200","175350","3751138550","292071812500","14075750"
"00680K","MIRAE ASSET SEC(2PB)","KOSPI",,"19030","-1420","-6.94","20800","20850","18820","398187","7825545170","2597595000000","136500000"
"396690","MIRAEASSETGREIT","KOSPI",,"2280","-50","-2.15","2330","2350","2280","136956","314852742","90301543200","39605940"
"254490","MIRAI","KOSDAQ","Blue chip company","16300","-1110","-6.38","17560","17800","15950","92918","1546180030","235339400000","14438000"
"179290","MITECH","KOSDAQ","Blue chip company","6640","-230","-3.35","6870","6970","6560","72964","488152665","214908101920","32365678"
"268280","MIWON SC","KOSPI",,"120800","-600","-0.49","121500","123300","119800","1150","139282100","604000000000","5000000"
"033160","MKElectron","KOSDAQ","Enterprise of middle standing","17840","-490","-2.67","18410","18950","17650","966683","17509172010","415185396160","23272724"
"088980","MKIF","KOSPI",,"11300","-40","-0.35","11370","11410","11260","1251425","14163293345","5411818520900","478921993"
"484870","MNC Solution","KOSPI",,"102100","-2100","-2.02","105000","106400","99100","41696","4244142950","934613190000","9153900"
"095500","MNtech","KOSDAQ","Blue chip company","9380","-620","-6.20","9880","10250","9210","405025","3965068860","290873790620","31009999"
"288980","MOADATA","KOSDAQ","New growth company","815","24","3.03","793","889","793","899021","748998769","28163598030","34556562"
"142760","MOALife","KOSDAQ","New growth company","996","19","1.94","1000","1009","932","775697","751972175","40645051860","40808285"
"033200","MOATECH","KOSDAQ","More significant investment(none market division)","3425","-90","-2.56","3690","3690","3390","6234","21319005","49084308625","14331185"
"101330","MOBASE","KOSDAQ","Enterprise of middle standing","4415","-255","-5.46","4780","4820","4335","421698","1929008387","102194133035","23147029"
"012860","MOBASE ELECTRONICS","KOSDAQ","Blue chip company","3585","-90","-2.45","3855","4170","3475","7634659","29366246082","262541943345","73233457"
"348030","MOBIRIX","KOSDAQ","Enterprise of middle standing","2655","-40","-1.48","2695","2865","2560","35441","94437387","25498089000","9603800"
"333050","MOCOMSYS","KOSDAQ","Venture business","1248","-21","-1.65","1269","1269","1208","100688","124852932","30717430848","24613326"
"080160","MODETOUR","KOSDAQ","Venture business","11070","-240","-2.12","11360","11420","10970","77803","867135220","209223000000","18900000"
"434480","MONITORAPP","KOSDAQ","New growth company","3310","-100","-2.93","3410","3560","3300","40870","139932190","40747093000","12310300"
"009200","MOORIM PAPER","KOSPI",,"2030","-15","-0.73","2060","2090","2010","507089","1039404157","84466899300","41609310"
"413390","MOT","KOSDAQ","Enterprise of middle standing","7940","-360","-4.34","8320","8540","7910","162412","1333055270","91946629200","11580180"
"463480","MOTIVELINK","KOSDAQ","Enterprise of middle standing","7500","-720","-8.76","8200","8400","7330","462578","3624003385","92927685000","12390358"
"118990","MOTREX","KOSDAQ","Blue chip company","8170","-320","-3.77","8530","8530","7960","112259","916675725","200470321070","24537371"
"123040","MS AUTOTECH CO., LTD","KOSDAQ","Blue chip company","2210","-80","-3.49","2350","2350","2200","201654","453575581","138408540790","62628299"
"009900","MS IND","KOSPI",,"9500","-500","-5.00","10100","10100","9390","221194","2144320210","498466263500","52470133"
"009780","MSC","KOSDAQ","Blue chip company","6720","-340","-4.82","7110","7110","6640","58935","401165820","118272000000","17600000"
"009680","MT","KOSPI",,"10620","-260","-2.39","10950","11000","10560","30256","323284990","230805458280","21733094"
"413640","MTX","KOSDAQ","Venture business","7900","-350","-4.24","8190","8340","7730","19650","155210255","56934826000","7206940"
"107590","MWH","KOSPI",,"64800","100","0.15","66600","66600","64700","39","2555700","150336000000","2320000"
"070960","MYP","KOSPI",,"2930","-30","-1.01","2970","3025","2875","107608","313280770","141030665690","48133333"
"317450","MYUNGIN PHARM","KOSPI",,"52500","-1900","-3.49","54600","55200","52000","32091","1706762350","766500000000","14600000"
"038290","Macrogen","KOSDAQ","Enterprise of middle standing","15790","-540","-3.31","16330","16390","15620","32263","513963540","171185706000","10841400"
"267980","Maeil Dairies","KOSDAQ","Blue chip company","34950","-400","-1.13","35800","35800","34700","5856","204428125","267844148100","7663638"
"001080","ManhoRope&Wire","KOSPI",,"5080","-520","-9.29","5600","5690","5040","59882","316995820","210820000000","41500000"
"195500","Maniker F&G","KOSDAQ","Enterprise of middle standing","2620","-45","-1.69","2670","2700","2585","47340","123946132","41862360000","15978000"
"439090","Manyo","KOSDAQ","Enterprise of middle standing","12030","-410","-3.30","12440","12460","11880","31858","385005595","197210917800","16393260"
"222980","Mcnulty","KOSDAQ","Venture business","2530","-55","-2.13","2585","2645","2530","11212","28649687","27909651990","11031483"
"226590","Mdevice","KOSDAQ","New growth company","23200","-2000","-7.94","26100","26100","23000","393206","9563112700","246634188800","10630784"
"201490","Me2on","KOSDAQ","Enterprise of middle standing","2760","-230","-7.69","3000","3030","2705","443006","1250553312","89958915600","32593810"
"475460","MeatBox","KOSDAQ","Enterprise of middle standing","7600","-240","-3.06","7780","7930","7550","17278","134043425","42658990000","5613025"
"235980","MedPacto","KOSDAQ","New growth company","5490","-420","-7.11","5920","6040","5480","265663","1507237435","188170414290","34275121"
"279600","MediaZen","KOSDAQ","Enterprise of middle standing","6200","-350","-5.34","6550","6550","6200","7231","46248390","29045642200","4684781"
"233250","Median Diagnostics","KONEX","General Company-Division","8200","-900","-9.89","9200","9200","7740","3324","26123730","14321578800","1746534"
"236340","Medizen Humancare","KONEX","General Company-Division","2300","290","14.43","2300","2300","2000","1312","3010700","6933688100","3014647"
"086900","MedyTox","KOSDAQ","Blue chip company","99500","-4600","-4.42","105000","105100","98800","65204","6556725950","726200451500","7298497"
"133750","MegaMD","KOSDAQ","Enterprise of middle standing","1780","-35","-1.93","1814","1825","1760","18325","32857355","41664597060","23407077"
"446540","Megatouch","KOSDAQ","Enterprise of middle standing","4040","-160","-3.81","4265","4265","3980","93934","382049070","104893545960","25963749"
"072770","MemRAY BT","KOSDAQ","Enterprise of middle standing","755","-25","-3.21","805","805","734","176290","133933219","62683267980","83024196"
"100590","Mercury","KOSDAQ","Enterprise of middle standing","5180","-420","-7.50","5720","5740","4870","1459716","7822154650","81999519140","15830023"
"138040","Meritz Financial","KOSPI",,"111700","-4000","-3.46","116700","117900","110800","232139","26305986500","18877442194100","169001273"
"0088D0","Meritz No.1 SPAC","KOSDAQ","SPAC(none market division)","2205","5","0.23","2205","2205","2190","12345","27111195","12777975000","5795000"
"408920","Messe eSang","KOSDAQ","Venture business","3275","95","2.99","3160","3330","3160","70015","226481328","141586290125","43232455"
"140410","Mezzion Pharma","KOSDAQ","More significant investment(none market division)","84900","-5100","-5.67","90500","90900","83700","250263","21516935300","2580294978300","30392167"
"058630","Mgame","KOSDAQ","Blue chip company","4945","-205","-3.98","5160","5210","4910","56236","283502605","94956728430","19202574"
"059090","MiCo","KOSDAQ","Enterprise of middle standing","13220","-330","-2.44","13760","13950","12960","336126","4468442175","441769805160","33416778"
"003650","MichangOil","KOSPI",,"114700","-900","-0.78","115600","117000","114100","3398","392780700","199540378400","1739672"
"305090","Micro Digital","KOSDAQ","New growth company","6090","-110","-1.77","6350","6420","6000","126331","784537420","113243884950","18595055"
"448780","MicroNX","KONEX","General Company-Division","1578","197","14.27","1588","1588","1208","153","227655","4225379040","2677680"
"452200","Mintech","KOSDAQ","New growth company","2255","-80","-3.43","2350","2355","2195","88411","200042754","53676867695","23803489"
"025560","Mirae","KOSPI",,"13000","-410","-3.06","13490","13800","12750","35453","469942760","58274502000","4482654"
"100790","Mirae Asset Venture","KOSDAQ","Blue chip company","25750","-2650","-9.33","29200","31800","25500","6176201","175763005725","1367959325500","53124634"
"0097F0","Mirae Asset Vision SPAC 10","KOSDAQ","SPAC(none market division)","2000","0","0.00","2000","2005","2000","2742","5494315","13000000000","6500000"
"0099W0","Mirae Asset Vision SPAC 11","KOSDAQ","SPAC(none market division)","2005","5","0.25","2000","2005","1998","7099","14193051","14035000000","7000000"
"477470","Mirae Asset Vision SPAC 5","KOSDAQ","SPAC(none market division)","2095","-30","-1.41","2115","2155","2090","4988","10490450","11480600000","5480000"
"478440","Mirae Asset Vision SPAC 6","KOSDAQ","SPAC(none market division)","2045","-20","-0.97","2050","2075","2045","10192","20879185","14171850000","6930000"
"482680","Mirae Asset Vision SPAC 7","KOSDAQ","SPAC(none market division)","2030","-5","-0.25","2035","2035","2025","12717","25806595","16676450000","8215000"
"0093G0","Mirae Asset Vision SPAC 8","KOSDAQ","SPAC(none market division)","2000","-5","-0.25","2005","2005","2000","14139","28277816","12800000000","6400000"
"0096D0","Mirae Asset Vision SPAC 9","KOSDAQ","SPAC(none market division)","2005","5","0.25","1994","2005","1994","12986","25941118","11027500000","5500000"
"007120","MiraeING","KOSPI",,"1890","-41","-2.12","1955","2025","1865","279641","536909214","54580569120","28878608"
"208890","MiraeN Edupartner","KONEX","General Company-Division","1100","100","10.00","1100","1100","1100","2","2200","4406072000","4005520"
"081660","Misto Holdings","KOSPI",,"41100","-750","-1.79","41900","42800","40650","149458","6184333350","2182074624000","53091840"
"002840","MiwonComcl","KOSPI",,"131100","-5100","-3.74","134900","135500","131100","3510","467679800","622725000000","4750000"
"363260","Mobidays","KOSDAQ","Venture business","1429","-50","-3.38","1481","1508","1413","140969","204157601","45962025901","32163769"
"250060","Mobiis","KOSDAQ","New growth company","4255","-300","-6.59","4690","4690","4215","592368","2587013966","136888941070","32171314"
"012330","Mobis","KOSPI",,"389500","-19500","-4.77","413500","414000","384000","194342","76969486000","35340341078500","90732583"
"080420","Moda-InnoChips","KOSDAQ","Enterprise of middle standing","1965","-23","-1.16","1988","1991","1941","4141","8132609","156652987230","79721622"
"417970","Model Solution","KOSDAQ","Enterprise of middle standing","17910","-1560","-8.01","19760","20150","17750","52247","981467560","114564897000","6396700"
"006920","Mohenz","KOSDAQ","Enterprise of middle standing","4460","-385","-7.95","4830","4895","4400","308266","1418302280","48703200000","10920000"
"012690","Monalisa","KOSPI",,"2200","-20","-0.90","2240","2315","2190","1134593","2539225987","80456761000","36571255"
"005360","Monami","KOSPI",,"1650","-59","-3.45","1710","1722","1650","64641","108128203","31180556550","18897307"
"179720","MoneyMove","KONEX","General Company-Division","12000","0","0.00","11000","12000","10200","8","87100","33000216000","2750018"
"322970","Moogene Medi","KONEX","General Company-Division","2950","10","0.34","2815","3085","2815","822","2397745","29653335100","10051978"
"008420","MoonbaeStl","KOSPI",,"2170","-90","-3.98","2265","2265","2135","74317","163585417","44492605850","20503505"
"009580","Moorim P&P","KOSPI",,"2655","-35","-1.30","2700","2785","2635","550424","1484847639","165587900220","62368324"
"207760","Mr. Blue","KOSDAQ","Enterprise of middle standing","989","-40","-3.89","1013","1040","976","258948","257390103","82165905387","83079783"
"033920","Muhak","KOSPI",,"8490","-140","-1.62","8810","8810","8460","48051","411350710","241965000000","28500000"
"067280","Multicampus","KOSDAQ","Blue chip company","27250","-550","-1.98","27850","27850","27150","6159","168485125","161504727750","5926779"
"017180","Myungmoon Pharm","KOSPI",,"1817","-32","-1.73","1860","1883","1805","75604","138700254","61693425918","33953454"
"101400","N CITRON","KOSDAQ","Enterprise of middle standing","388","-16","-3.96","404","404","379","689124","267989789","27334883240","70450730"
"286750","N.S.A.M","KOSDAQ","More significant investment(none market division)","1187","-28","-2.30","1215","1244","1160","100570","119971405","38018253259","32028857"
"227950","N2TECH","KOSDAQ","Enterprise of middle standing","412","-25","-5.72","440","452","411","493318","208527719","71086911364","172541047"
"153460","NABLE","KOSDAQ","Enterprise of middle standing","6550","50","0.77","6500","6600","6110","5881","37126055","42771591700","6530014"
"242040","NAMU TECH","KOSDAQ","New growth company","5800","-650","-10.08","6700","6710","5800","2488371","15055338565","200716331200","34606264"
"190510","NAMUGA","KOSDAQ","Blue chip company","16380","-1020","-5.86","17710","17770","16280","60667","1019728515","230717492460","14085317"
"187790","NANO","KOSDAQ","Venture business","3345","-215","-6.04","3580","3590","3280","281625","957169154","103162576350","30840830"
"247660","NANOCMS","KOSDAQ","New growth company","4880","-180","-3.56","5160","5160","4700","57907","281739025","21198329600","4343920"
"244880","NANOOM","KONEX","General Company-Division","1898","98","5.44","1800","1950","1713","484","830888","9527960000","5020000"
"405920","NARA CELLAR","KOSDAQ","Enterprise of middle standing","2510","-75","-2.90","2585","2645","2510","16130","41292250","32323970760","12878076"
"051490","NARA M&D","KOSDAQ","Blue chip company","3485","-115","-3.19","3590","3650","3475","61570","218468890","49487000000","14200000"
"137080","NARAE NANOTECH CORP.","KOSDAQ","Venture business","5290","10","0.19","5400","5410","5040","66365","349262695","58504342380","11059422"
"007390","NATURECELL","KOSDAQ","Enterprise of middle standing","17450","-400","-2.24","17940","18690","17210","445432","7966815160","1124391727200","64435056"
"293580","NAU IB Capital","KOSDAQ","Venture business","1659","-149","-8.24","1807","1821","1643","1009405","1723686231","157488787050","94929950"
"459510","NAUROBOTICS","KOSDAQ","New growth company","22550","3010","15.40","24000","25400","21050","1464531","34662807500","292459564100","12969382"
"035420","NAVER","KOSPI",,"195800","-14200","-6.76","211500","212000","194600","1464904","293098994200","30711746520400","156852638"
"0004V0","NBR Motion","KOSDAQ","New growth company","20500","790","4.01","21450","22550","19990","1966284","41891203705","213291594000","10404468"
"236810","NBT","KOSDAQ","New growth company","1780","-66","-3.58","1859","1859","1755","45066","80790043","30216258280","16975426"
"092600","NC&","KOSDAQ","Venture business","866","-34","-3.78","905","928","820","773829","665183623","21722325722","25083517"
"036570","NCsoft","KOSPI",,"213000","-16500","-7.19","229500","230000","211500","145737","31633048500","4588876686000","21544022"
"238090","NDFOS","KOSDAQ","Venture business","3340","260","8.44","3105","3460","3030","711097","2375044949","80564183420","24121013"
"053290","NE Neungyule","KOSDAQ","Enterprise of middle standing","2325","155","7.14","2190","2540","2130","1007052","2409597050","38423663775","16526307"
"290660","NEOFECT","KOSDAQ","New growth company","1069","-90","-7.77","1168","1168","1052","2763404","3070116051","83231144858","77858882"
"212560","NEOOTO","KOSDAQ","Blue chip company","7380","-570","-7.17","7970","8280","7270","127598","976603975","87174338580","11812241"
"094860","NEORIGIN","KOSDAQ","Enterprise of middle standing","1364","3","0.22","1361","1404","1356","150289","206850411","34250059096","25110014"
"085910","NEOTIS","KOSDAQ","Enterprise of middle standing","22050","-1750","-7.35","25800","25800","21650","314151","7251840200","307262736900","13934818"
"095660","NEOWIZ","KOSDAQ","Blue chip company","23650","-1300","-5.21","24950","25400","23500","73273","1766610500","516913698400","21856816"
"042420","NEOWIZ HOLDINDS","KOSDAQ","Enterprise of middle standing","22500","-1250","-5.26","23750","24450","22500","8325","192451450","183201367500","8142283"
"033640","NEPES","KOSDAQ","Enterprise of middle standing","18600","-1500","-7.46","20000","20200","18310","292065","5604777345","428901157200","23059202"
"348340","NEUROMEKA","KOSDAQ","New growth company","60400","-4000","-6.21","68600","68600","59600","297646","18969436300","746673920400","12362151"
"160550","NEW","KOSDAQ","Enterprise of middle standing","1698","-70","-3.96","1768","1810","1690","166457","286883439","47384567988","27906106"
"463020","NEWEN AI","KOSDAQ","New growth company","11540","-620","-5.10","12170","12430","11300","45056","530299490","102465968000","8879200"
"085670","NEWFLEX","KOSDAQ","Blue chip company","5350","-170","-3.08","5530","5570","5200","244397","1299840465","130811571350","24450761"
"005720","NEXEN","KOSPI",,"6390","-160","-2.44","6510","6700","6390","30290","197077360","342146013030","53543977"
"005725","NEXEN(1P)","KOSPI",,"4230","-120","-2.76","4350","4350","4230","1407","6045780","15230538000","3600600"
"002350","NEXENTIRE","KOSPI",,"7160","-210","-2.85","7410","7470","7050","126297","910558080","699301999320","97667877"
"002355","NEXENTIRE(1PB)","KOSPI",,"4215","-95","-2.20","4310","4315","4190","15597","66324580","27397500000","6500000"
"225570","NEXON Games","KOSDAQ","Blue chip company","11440","-580","-4.83","11990","12070","11340","161134","1872207740","753440390560","65860174"
"389650","NEXTBIOMEDICAL","KOSDAQ","New growth company","69600","-5300","-7.08","75000","75300","66900","208400","14547530500","570990465600","8203886"
"396270","NEXTCHIP","KOSDAQ","Venture business","3575","-260","-6.78","3900","3970","3520","724214","2686192214","117572565825","32887431"
"092790","NEXTEEL","KOSPI",,"12290","690","5.95","11900","13200","11430","2693020","33778595370","319564580000","26002000"
"348210","NEXTIN","KOSDAQ GLOBAL","Blue chip company","64700","-3900","-5.69","69400","70100","63700","76014","5012552900","677862223500","10477005"
"089140","NEXTURN&ROLLKOREA","KOSDAQ","Venture business","2080","-90","-4.15","2150","2245","2070","79647","168873161","31857766720","15316234"
"205500","NEXUS","KOSDAQ","Enterprise of middle standing","1629","-82","-4.79","1710","1742","1607","139732","229452688","104438609271","64112099"
"265740","NFC","KOSDAQ","Enterprise of middle standing","7360","-830","-10.13","8040","8170","7270","399528","3014004130","131476096000","17863600"
"093510","NGVI","KONEX","General Company-Division","748","76","11.31","748","748","748","1","748","4502960000","6020000"
"354200","NGeneBio","KOSDAQ","New growth company","1661","-106","-6.00","1775","1785","1636","262145","445863417","44530994750","26809750"
"338100","NH Prime REIT","KOSPI",,"4610","15","0.33","4600","4645","4560","60539","278327151","86022600000","18660000"
"451700","NH SPAC 29","KOSDAQ","SPAC(none market division)","2285","0","0.00","2290","2300","2260","236446","538725445","32789750000","14350000"
"466910","NH SPAC 30","KOSDAQ","SPAC(none market division)","4625","5","0.11","4620","4850","4535","290166","1366905465","42087500000","9100000"
"481890","NH SPAC 31","KOSDAQ","SPAC(none market division)","2085","-30","-1.42","2115","2120","2075","41569","87038110","13229325000","6345000"
"0054V0","NH SPAC 32","KOSDAQ","SPAC(none market division)","2035","-5","-0.25","2040","2040","2030","4809","9779830","12650577500","6216500"
"0130H0","NH SPAC 33","KOSDAQ","SPAC(none market division)","1997","-3","-0.15","2000","2000","1990","689628","1375317740","15376900000","7700000"
"400760","NHALLONEREIT","KOSPI",,"3235","0","0.00","3205","3250","3205","100619","324195892","177696204625","54929275"
"005940","NHIS","KOSPI",,"29750","-2100","-6.59","31950","32400","29300","1192519","35998611350","10601244977750","356344369"
"005945","NHIS(1P)","KOSPI",,"23900","-1050","-4.21","24600","25050","23650","101309","2457393700","451016135200","18870968"
"181710","NHN","KOSPI",,"35700","-3050","-7.87","39200","39700","35000","222402","8125682600","1169287062300","32753139"
"104200","NHN BUGS","KOSDAQ","Enterprise of middle standing","3635","-90","-2.42","3730","3895","3560","113784","421743957","53898144250","14827550"
"060250","NHN KCP","KOSDAQ","Blue chip company","15390","-970","-5.93","16480","16550","15100","550685","8611298225","618071803290","40160611"
"008260","NI STEEL","KOSPI",,"3470","-60","-1.70","3530","3630","3455","180799","638735941","99242405990","28600117"
"138610","NIBEC","KOSDAQ","New growth company","26250","-1650","-5.91","28150","28700","25800","79913","2173383475","298354980000","11365904"
"034310","NICE","KOSPI",,"13020","-110","-0.84","13250","13300","12860","48710","635012065","478578184140","36757157"
"130580","NICE D&B","KOSDAQ","Blue chip company","5440","-110","-1.98","5610","5610","5420","11001","60087370","83776000000","15400000"
"030190","NICE INFO","KOSPI",,"16560","-320","-1.90","16900","17300","16350","692745","11753617042","975574887120","58911527"
"063570","NICE Infra","KOSDAQ","Blue chip company","3975","-80","-1.97","4100","4105","3955","53293","212863576","135737218800","34147728"
"036800","NICEI&T","KOSDAQ","Blue chip company","24250","-650","-2.61","24800","25200","24000","12520","307209050","242500000000","10000000"
"085310","NK","KOSPI",,"1063","-56","-5.00","1122","1122","1061","416230","451600126","83849782286","78880322"
